,sentence_0,sentence_1,score,dataset_name,tokens_0,tokens_1,lemmas_0,lemmas_1,sentence_lemmas_0,sentence_lemmas_1
1694,"Therefore, I also believe that this reconciliation is sustainable, but that the government, which has very courageously found a solution to the university issue and to many other issues, needs visible signs of its success, and powerful support, else peace throughout the region will be under threat.","This is why I also think that this reconciliation can hold. However, the government, which very courageously found a solution with the question of the universities and many other problems, needs visible signs of the success as well as strong support, under penalty of seeing the peace threatened as a whole of the area.",4.8,SMTeuroparl,"['Therefore', 'I', 'also', 'believe', 'that', 'this', 'reconciliation', 'is', 'sustainable', 'but', 'that', 'the', 'government', 'which', 'has', 'very', 'courageously', 'found', 'a', 'solution', 'to', 'the', 'university', 'issue', 'and', 'to', 'many', 'other', 'issues', 'needs', 'visible', 'signs', 'of', 'its', 'success', 'and', 'powerful', 'support', 'else', 'peace', 'throughout', 'the', 'region', 'will', 'be', 'under', 'threat']","['This', 'is', 'why', 'I', 'also', 'think', 'that', 'this', 'reconciliation', 'can', 'hold', 'However', 'the', 'government', 'which', 'very', 'courageously', 'found', 'a', 'solution', 'with', 'the', 'question', 'of', 'the', 'universities', 'and', 'many', 'other', 'problems', 'needs', 'visible', 'signs', 'of', 'the', 'success', 'as', 'well', 'as', 'strong', 'support', 'under', 'penalty', 'of', 'seeing', 'the', 'peace', 'threatened', 'as', 'a', 'whole', 'of', 'the', 'area']","['therefore', 'i', 'also', 'believe', 'that', 'this', 'reconciliation', 'be', 'sustainable', 'but', 'that', 'the', 'government', 'which', 'have', 'very', 'courageously', 'find', 'a', 'solution', 'to', 'the', 'university', 'issue', 'and', 'to', 'many', 'other', 'issue', 'need', 'visible', 'sign', 'of', 'its', 'success', 'and', 'powerful', 'support', 'else', 'peace', 'throughout', 'the', 'region', 'will', 'be', 'under', 'threat']","['this', 'be', 'why', 'i', 'also', 'think', 'that', 'this', 'reconciliation', 'can', 'hold', 'however', 'the', 'government', 'which', 'very', 'courageously', 'find', 'a', 'solution', 'with', 'the', 'question', 'of', 'the', 'university', 'and', 'many', 'other', 'problem', 'need', 'visible', 'sign', 'of', 'the', 'success', 'as', 'well', 'as', 'strong', 'support', 'under', 'penalty', 'of', 'see', 'the', 'peace', 'threaten', 'as', 'a', 'whole', 'of', 'the', 'area']",therefore i also believe that this reconciliation be sustainable but that the government which have very courageously find a solution to the university issue and to many other issue need visible sign of its success and powerful support else peace throughout the region will be under threat,this be why i also think that this reconciliation can hold however the government which very courageously find a solution with the question of the university and many other problem need visible sign of the success as well as strong support under penalty of see the peace threaten as a whole of the area
1695,"This is also the position advocated by the rapporteur, and it is shared by the European People' s Party.",It is the position defended by the rapporteur and shared by the European People's Party.,4.8,SMTeuroparl,"['This', 'is', 'also', 'the', 'position', 'advocated', 'by', 'the', 'rapporteur', 'and', 'it', 'is', 'shared', 'by', 'the', 'European', 'People', 's', 'Party']","['It', 'is', 'the', 'position', 'defended', 'by', 'the', 'rapporteur', 'and', 'shared', 'by', 'the', 'European', 'People', ""'s"", 'Party']","['this', 'be', 'also', 'the', 'position', 'advocate', 'by', 'the', 'rapporteur', 'and', 'it', 'be', 'share', 'by', 'the', 'european', 'people', 's', 'party']","['it', 'be', 'the', 'position', 'defend', 'by', 'the', 'rapporteur', 'and', 'share', 'by', 'the', 'european', 'people', ""'s"", 'party']",this be also the position advocate by the rapporteur and it be share by the european people s party,it be the position defend by the rapporteur and share by the european people 's party
1696,Approval of the Minutes of the previous sitting,Approval of the Minutes of the previous session,5.0,SMTeuroparl,"['Approval', 'of', 'the', 'Minutes', 'of', 'the', 'previous', 'sitting']","['Approval', 'of', 'the', 'Minutes', 'of', 'the', 'previous', 'session']","['approval', 'of', 'the', 'minute', 'of', 'the', 'previous', 'sitting']","['approval', 'of', 'the', 'minute', 'of', 'the', 'previous', 'session']",approval of the minute of the previous sitting,approval of the minute of the previous session
1697,(Parliament accepted the oral amendment),(The House accepts the oral amendment),4.8,SMTeuroparl,"['Parliament', 'accepted', 'the', 'oral', 'amendment']","['The', 'House', 'accepts', 'the', 'oral', 'amendment']","['parliament', 'accept', 'the', 'oral', 'amendment']","['the', 'house', 'accept', 'the', 'oral', 'amendment']",parliament accept the oral amendment,the house accept the oral amendment
1698,"Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the EU as a whole basically depend - and Denmark demonstrated this - on dismantling the social and democratic deficits of European policy.","Thirdly, the acceptance of enlargement and its positive prospects for the various countries and the EU as a whole dependent – the example of Denmark is there for us to show it – elimination on social and democratic deficits for European policy.",5.0,SMTeuroparl,"['Thirdly', 'acceptance', 'of', 'enlargement', 'and', 'its', 'positive', 'prospects', 'for', 'the', 'individual', 'countries', 'and', 'for', 'the', 'EU', 'as', 'a', 'whole', 'basically', 'depend', 'and', 'Denmark', 'demonstrated', 'this', 'on', 'dismantling', 'the', 'social', 'and', 'democratic', 'deficits', 'of', 'European', 'policy']","['Thirdly', 'the', 'acceptance', 'of', 'enlargement', 'and', 'its', 'positive', 'prospects', 'for', 'the', 'various', 'countries', 'and', 'the', 'EU', 'as', 'a', 'whole', 'dependent', '–', 'the', 'example', 'of', 'Denmark', 'is', 'there', 'for', 'us', 'to', 'show', 'it', '–', 'elimination', 'on', 'social', 'and', 'democratic', 'deficits', 'for', 'European', 'policy']","['thirdly', 'acceptance', 'of', 'enlargement', 'and', 'its', 'positive', 'prospect', 'for', 'the', 'individual', 'country', 'and', 'for', 'the', 'eu', 'as', 'a', 'whole', 'basically', 'depend', 'and', 'denmark', 'demonstrate', 'this', 'on', 'dismantle', 'the', 'social', 'and', 'democratic', 'deficit', 'of', 'european', 'policy']","['thirdly', 'the', 'acceptance', 'of', 'enlargement', 'and', 'its', 'positive', 'prospect', 'for', 'the', 'various', 'country', 'and', 'the', 'eu', 'as', 'a', 'whole', 'dependent', '–', 'the', 'example', 'of', 'denmark', 'be', 'there', 'for', 'us', 'to', 'show', 'it', '–', 'elimination', 'on', 'social', 'and', 'democratic', 'deficit', 'for', 'european', 'policy']",thirdly acceptance of enlargement and its positive prospect for the individual country and for the eu as a whole basically depend and denmark demonstrate this on dismantle the social and democratic deficit of european policy,thirdly the acceptance of enlargement and its positive prospect for the various country and the eu as a whole dependent – the example of denmark be there for us to show it – elimination on social and democratic deficit for european policy
1699,"That was changed in the face of criticism, especially from Ireland and France, and a different spin has now been put on it by the British Chancellor of the Exchequer: it is now being portrayed as a user charge for all, including British lorry drivers.","Faced with the criticism, especially those in Ireland and France, the British Chancellor of the Exchequer, gave a different interpretation: it is now a tax for all users, including the British drivers of heavy goods vehicles.",4.6,SMTeuroparl,"['That', 'was', 'changed', 'in', 'the', 'face', 'of', 'criticism', 'especially', 'from', 'Ireland', 'and', 'France', 'and', 'a', 'different', 'spin', 'has', 'now', 'been', 'put', 'on', 'it', 'by', 'the', 'British', 'Chancellor', 'of', 'the', 'Exchequer', 'it', 'is', 'now', 'being', 'portrayed', 'as', 'a', 'user', 'charge', 'for', 'all', 'including', 'British', 'lorry', 'drivers']","['Faced', 'with', 'the', 'criticism', 'especially', 'those', 'in', 'Ireland', 'and', 'France', 'the', 'British', 'Chancellor', 'of', 'the', 'Exchequer', 'gave', 'a', 'different', 'interpretation', 'it', 'is', 'now', 'a', 'tax', 'for', 'all', 'users', 'including', 'the', 'British', 'drivers', 'of', 'heavy', 'goods', 'vehicles']","['that', 'be', 'change', 'in', 'the', 'face', 'of', 'criticism', 'especially', 'from', 'ireland', 'and', 'france', 'and', 'a', 'different', 'spin', 'have', 'now', 'be', 'put', 'on', 'it', 'by', 'the', 'british', 'chancellor', 'of', 'the', 'exchequer', 'it', 'be', 'now', 'be', 'portray', 'as', 'a', 'user', 'charge', 'for', 'all', 'include', 'british', 'lorry', 'driver']","['face', 'with', 'the', 'criticism', 'especially', 'those', 'in', 'ireland', 'and', 'france', 'the', 'british', 'chancellor', 'of', 'the', 'exchequer', 'give', 'a', 'different', 'interpretation', 'it', 'be', 'now', 'a', 'tax', 'for', 'all', 'user', 'include', 'the', 'british', 'driver', 'of', 'heavy', 'good', 'vehicle']",that be change in the face of criticism especially from ireland and france and a different spin have now be put on it by the british chancellor of the exchequer it be now be portray as a user charge for all include british lorry driver,face with the criticism especially those in ireland and france the british chancellor of the exchequer give a different interpretation it be now a tax for all user include the british driver of heavy good vehicle
1700,"The resolution on Nice, voted today, does not reflect this.","The resolution on the Nice Summit, which just does not.",3.4,SMTeuroparl,"['The', 'resolution', 'on', 'Nice', 'voted', 'today', 'does', 'not', 'reflect', 'this']","['The', 'resolution', 'on', 'the', 'Nice', 'Summit', 'which', 'just', 'does', 'not']","['the', 'resolution', 'on', 'nice', 'vote', 'today', 'do', 'not', 'reflect', 'this']","['the', 'resolution', 'on', 'the', 'nice', 'summit', 'which', 'just', 'do', 'not']",the resolution on nice vote today do not reflect this,the resolution on the nice summit which just do not
1701,The only instance in which no tax is levied is when the supplier is in a non-EU country and the recipient is in a Member State of the EU.,The only case for which no tax is still being EU is one of a - in the change from a third country.,3.6,SMTeuroparl,"['The', 'only', 'instance', 'in', 'which', 'no', 'tax', 'is', 'levied', 'is', 'when', 'the', 'supplier', 'is', 'in', 'a', 'non-EU', 'country', 'and', 'the', 'recipient', 'is', 'in', 'a', 'Member', 'State', 'of', 'the', 'EU']","['The', 'only', 'case', 'for', 'which', 'no', 'tax', 'is', 'still', 'being', 'EU', 'is', 'one', 'of', 'a', 'in', 'the', 'change', 'from', 'a', 'third', 'country']","['the', 'only', 'instance', 'in', 'which', 'no', 'tax', 'be', 'levy', 'be', 'when', 'the', 'supplier', 'be', 'in', 'a', 'non-eu', 'country', 'and', 'the', 'recipient', 'be', 'in', 'a', 'member', 'state', 'of', 'the', 'eu']","['the', 'only', 'case', 'for', 'which', 'no', 'tax', 'be', 'still', 'be', 'eu', 'be', 'one', 'of', 'a', 'in', 'the', 'change', 'from', 'a', 'third', 'country']",the only instance in which no tax be levy be when the supplier be in a non-eu country and the recipient be in a member state of the eu,the only case for which no tax be still be eu be one of a in the change from a third country
1702,(The sitting was suspended at 2.06 p.m. and resumed at 3 p.m.),"(The meeting, stopped with 14:06, is taken again at 3 p.m.)",4.8,SMTeuroparl,"['The', 'sitting', 'was', 'suspended', 'at', '2.06', 'p.m.', 'and', 'resumed', 'at', '3', 'p.m']","['The', 'meeting', 'stopped', 'with', '14:06', 'is', 'taken', 'again', 'at', '3', 'p.m']","['the', 'sitting', 'be', 'suspend', 'at', '2.06', 'p.m.', 'and', 'resume', 'at', '3', 'p.m']","['the', 'meeting', 'stop', 'with', '14:06', 'be', 'take', 'again', 'at', '3', 'p.m']",the sitting be suspend at 2.06 p.m. and resume at 3 p.m,the meeting stop with 14:06 be take again at 3 p.m
1703,I know that in France they have had whole herd slaughter and this does not seem to be the best way forward.,"I know that in France, the principle of demolition of the whole herd was applied and that does not seem the best means of fighting this phenomenon.",4.2,SMTeuroparl,"['I', 'know', 'that', 'in', 'France', 'they', 'have', 'had', 'whole', 'herd', 'slaughter', 'and', 'this', 'does', 'not', 'seem', 'to', 'be', 'the', 'best', 'way', 'forward']","['I', 'know', 'that', 'in', 'France', 'the', 'principle', 'of', 'demolition', 'of', 'the', 'whole', 'herd', 'was', 'applied', 'and', 'that', 'does', 'not', 'seem', 'the', 'best', 'means', 'of', 'fighting', 'this', 'phenomenon']","['i', 'know', 'that', 'in', 'france', 'they', 'have', 'have', 'whole', 'herd', 'slaughter', 'and', 'this', 'do', 'not', 'seem', 'to', 'be', 'the', 'best', 'way', 'forward']","['i', 'know', 'that', 'in', 'france', 'the', 'principle', 'of', 'demolition', 'of', 'the', 'whole', 'herd', 'be', 'apply', 'and', 'that', 'do', 'not', 'seem', 'the', 'best', 'mean', 'of', 'fight', 'this', 'phenomenon']",i know that in france they have have whole herd slaughter and this do not seem to be the best way forward,i know that in france the principle of demolition of the whole herd be apply and that do not seem the best mean of fight this phenomenon
